ingredient_id,co2_per_kg,water_L_per_kg,energy_MJ_per_kg
ingredient:dulce_de_leche_or_confiture_de_lait,4.1156076814269005,0.8862082102000001,30.3
ingredient:jam_reduced_sugar,3.4962900586049,7.5724254202,34.2
ingredient:marmalade_orange,2.8048150407895,4.495514998499999,29.1
ingredient:saccharin_sweetener,1.49192861790536,1.7992665067999998,9.66
ingredient:fructose,3.84599846415536,4.5215396068,23.1
ingredient:cane_molasses,2.08339591615536,6.6014343068,9.21
ingredient:honey,3.143181959288359,1.6153460002,22.4
ingredient:sugar_white,1.4920131774808,1.8000630703999998,9.66
ingredient:sugar_brown,2.0834804757308,6.6022308704,9.21
ingredient:sugar_vanilla_flavoured,2.0538834987838004,1.8985146819,12.8
ingredient:beef_meat_balls_cooked,64.51102564975099,3.1679241480000004,111.0
ingredient:lamb_on_skewer,105.26481052441504,8.90020619141,132.0
ingredient:beef_on_skewer,74.06276302597199,3.18416533137,96.2
ingredient:pork_on_skewer_raw,9.290812773728897,3.2591022165,49.5
ingredient:poultry_on_skewer,15.219100276793,3.408532341,85.9
ingredient:mixed_meat_on_skewer,9.466534597331997,3.2916309833,61.4
ingredient:escalope_cordon_bleu,10.880305972756,2.1626415653,70.1
ingredient:milanesestyle_turkey_escalope_or_breaded_veal_escalope,10.437563852655996,2.2568396363,70.6
ingredient:burger_beef_based_fat_raw,35.0323938475419,1.6909073077,61.7
ingredient:chicken_nugget_breaded_croquette,7.738078895771999,1.5077286273,58.0
ingredient:turkey_breaded_escalope,14.814525812116,3.221129572,82.3
ingredient:chicken_marinated_wing_roastedbaked,15.640203930916003,3.4407749940000003,86.4
ingredient:veal_bread_escalope_cooked,46.310649349992005,3.2843322542,124.0
ingredient:poultry_nuggets,7.738078895771999,1.5077286273,58.0
ingredient:chitterling_sausage,23.82384380122641,2.7126525301,79.4
ingredient:chitterling_sausage_from_guemene,23.82384380122641,2.7126525301,79.4
ingredient:chitterling_sausage_from_vire,23.82384380122641,2.7126525301,79.4
ingredient:chitterling_sausage_panreheated,23.82384380122641,2.7126525301,79.4
ingredient:chitterling_sausage_from_troyes_raw,23.64812197762331,2.6801237633,67.4
ingredient:chitterling_sausage_raw,23.64812197762331,2.6801237633,67.4
ingredient:chitterling_sausage_sauteedpanfried,23.82384380122641,2.7126525301,79.4
ingredient:white_pudding_truffled_raw,24.278691280972406,2.7918007368699995,72.6
ingredient:black_pudding_refrigerated,4.217472649337001,0.6329227753000001,43.9
ingredient:black_pudding_sauteedpanfried,4.217472649337001,0.6329227753000001,43.9
ingredient:bresaola,27.1857962455119,4.2312931997,198.0
ingredient:duck_breast_fillet_smoked,32.2543752437124,5.1120432805,281.0
ingredient:saveloy_or_cervelat,14.305130309015,2.3361011111,76.7
ingredient:saveloy_or_cervelat_pure_pork_with_garlic,10.598950130585,1.7306916864000002,59.6
ingredient:saveloy_or_cervelat,10.598950130585,1.7306916864000002,59.6
ingredient:sausage_meat_raw,12.436099339427074,2.0606149589,54.4
ingredient:sausage_meat_pork_and_beef_raw,10.7850569570009,1.7779280035000002,50.4
ingredient:sausage_meat_pure_pork_raw,10.7850569570009,1.7779280035000002,50.4
ingredient:chipolata_slim_sausage_raw,10.7850569570009,1.7779280035000002,50.4
ingredient:chipolata_sausage_cooked,14.448940494606,2.3862740982,78.6
ingredient:spicy_pork_sausage_with_red_pepper_no_precision,14.832488457914003,2.3751533900000004,89.0
ingredient:spicy_pork_sausage_with_red_pepper_in_large_slices,14.832488457914003,2.3751533900000004,89.0
ingredient:dry_spicy_pork_sausage_with_red_pepper,14.6561299368279,2.3294717177,77.0
ingredient:preserved_duck,12.6641280774872,1.4992145536,113.0
ingredient:duck_confit_meat_without_skin_reheated,15.525803773681,3.396927942,94.3
ingredient:preserved_pork_liver,7.449569060082184,1.0577830944,40.3
ingredient:preserved_poultry_liver,4.8475984081829,0.7727798885000001,31.0
ingredient:coppa,27.1857962455119,4.2312931997,198.0
ingredient:ham_in_cube_grated_or_minced,15.312103242356905,2.4560574907,77.7
ingredient:poultry_ham_in_cube_grated_or_minced,11.8205132328149,2.5920365497,59.1
ingredient:diot_raw,10.547086875273903,1.7445482185,49.1
ingredient:cooked_pork_shoulder_choice,15.2831553177139,2.4680881327,77.4
ingredient:cooked_pork_shoulder_standard_rind_less_and_fatless,15.2831553177139,2.4680881327,77.4
ingredient:bacon_back,16.70387788028308,2.7372092139,78.3
ingredient:block_duck_foie_gras_pasteurized,49.3553243608273,8.1504663322,439.0
ingredient:whole_duck_foie_gras_pasteurized,57.7704284140516,9.9059613209,495.0
ingredient:headcheese_pate_or_brawn,11.00537641274208,1.6538542998999997,53.7
ingredient:poultry_minced_meat,14.948503281933002,3.3607835459999995,83.4
ingredient:braised_ham_on_the_bone,19.258249118278897,3.1091339002,97.5
ingredient:cured_ham_raw,27.1857962455119,4.2312931997,198.0
ingredient:cured_ham_raw_smoked,27.1857962455119,4.2312931997,198.0
ingredient:cured_ham_raw_smoked_reduced_fat,27.1857962455119,4.2312931997,198.0
ingredient:cooked_ham_choice,15.2831553177139,2.4680881327,77.4
ingredient:cooked_ham_choice_w_rind,15.2831553177139,2.4680881327,77.4
ingredient:cooked_ham_choice_rind_less_and_fatless,15.2831553177139,2.4680881327,77.4
ingredient:cooked_ham_parisianstyle_rind_less_and_fatless,15.2831553177139,2.4680881327,77.4
ingredient:cooked_ham_smoked,15.2831553177139,2.4680881327,77.4
ingredient:cooked_ham_superior_quality,15.2831553177139,2.4680881327,77.4
ingredient:cooked_ham_superior_quality_reduced_salt,15.2831553177139,2.4680881327,77.4
ingredient:cooked_ham_superior_quality_with_rind,15.2831553177139,2.4680881327,77.4
ingredient:cooked_ham_superior_quality_rind_less,15.2831553177139,2.4680881327,77.4
ingredient:cooked_ham_superior_quality_rind_less_and_fatless,15.2831553177139,2.4680881327,77.4
ingredient:bayonne_cured_ham_raw_smoked,27.1857962455119,4.2312931997,198.0
ingredient:turkey_cooked_ham_in_slices,11.7915796565059,2.6043653992,58.8
ingredient:pork_ham_intended_to_be_cooked_or_pork_ham_intended_to_be_roastbake,14.2261163793509,2.3014943447,68.8
ingredient:chicken_cooked_ham_in_slices,11.7915653081729,2.6040671917,58.8
ingredient:ham_in_a_pastry_crusty,11.764298048368,1.9960209253,67.1
ingredient:drycured_ham,27.1857962455119,4.2312931997,198.0
ingredient:parma_drycured_ham,27.1857962455119,4.2312931997,198.0
ingredient:serrano_drycured_ham,27.1857962455119,4.2312931997,198.0
ingredient:drycured_ham_fat_and_rind_removed,27.1857962455119,4.2312931997,198.0
ingredient:knuckle_of_ham_cooked,15.2831553177139,2.4680881327,77.4
ingredient:smoked_lardoons_raw,14.226002468295077,2.3156735619,65.4
ingredient:smoked_lardoons_cooked,18.151184309590864,2.9578192553000004,94.5
ingredient:lardoons_raw,14.226002468295077,2.3156735619,65.4
ingredient:lardoons_cooked,18.151184309590864,2.9578192553000004,94.5
ingredient:merguez_sausage_beef_and_mutton_raw,81.04622407285093,5.0860957578,86.4
ingredient:merguez_sausage_beef_and_mutton_cooked,81.22194589645402,5.1186245246,98.3
ingredient:merguez_sausage_beef_mutton_and_pork_raw,64.59927395162592,3.96385220805,78.6
ingredient:merguez_sausage_raw,47.91234944224789,2.8224249815,70.6
ingredient:merguez_sausage_pork_and_beef_raw,47.91234944224789,2.8224249815,70.6
ingredient:merguez_sausage_pure_beef_raw,63.37717594592989,2.70464237269,68.2
ingredient:mortadella,13.813043522114,2.2553360663,84.4
ingredient:mortadella_with_pistachios_pure_pork,13.813043522114,2.2553360663,84.4
ingredient:pork_and_beef_mortadella,13.813043522114,2.2553360663,84.4
ingredient:mortadella_pure_pork,13.813043522114,2.2553360663,84.4
ingredient:duck_mousse,14.897935580842898,2.4939789275,127.0
ingredient:pork_liver_mousse,5.9684423819289,0.8717349725000001,43.3
ingredient:pork_liver_mousse_superior_quality,5.9684423819289,0.8717349725000001,43.3
ingredient:ox_muzzle_in_salad_dressing_sauce,46.3619673075339,1.92817126671,50.7
ingredient:pork_snout_in_salad_dressing_sauce,5.808865414334287,0.9376952912,39.8
ingredient:pork_ear_satcured,7.214590301040865,1.1642014383,46.8
ingredient:pancetta_dried,27.1857962455119,4.2312931997,198.0
ingredient:pate_w_green_pepper,9.6448656564549,1.7018024949999997,55.6
ingredient:breton_pate,9.4476260487829,1.6568550059999996,54.9
ingredient:pork_liver_pate,5.6076387213669,0.856217863,40.0
ingredient:pork_liver_pate_superior_quality,5.629572601125899,0.865849361,40.1
ingredient:poultry_liver_pate,4.796353027077899,0.766353487,37.2
ingredient:goose_liver_pate,4.9775481388479,0.801758276,40.0
ingredient:game_pate,9.4476260487829,1.6568550059999996,54.9
ingredient:rabbit_pate,11.261964927759902,2.0596769270000004,63.2
ingredient:pate_in_crust,22.610860530692904,2.595523534,72.3
ingredient:countrystyle_pate_with_mushrooms,8.1574102264599,13.210591249,55.5
ingredient:countrystyle_pate_or_terrine,9.4476260487829,1.6568550059999996,54.9
ingredient:pork_trotters_saltcured,9.17998443216783,1.4503308581,55.6
ingredient:pork_belly_saltcured,16.779252422853865,2.7625662973000003,83.3
ingredient:pork_belly_smoked_raw,13.139015605290076,2.1611104159,56.5
ingredient:fish_quenelle_raw,11.508162379612902,0.5512414615000001,68.9
ingredient:fish_quenelle_in_sauce,11.683884203215998,0.5837702283,80.8
ingredient:veal_quenelle_in_sauce,13.526312502367,1.042447767,58.2
ingredient:poultry_quenelle_raw,10.5626171426829,1.5229732815,48.0
ingredient:poultry_quenelle_in_sauce,10.738338966286,1.5555020483000002,60.0
ingredient:quenelle_plain_raw,4.829139881482899,0.4963259085,28.9
ingredient:rillettes_duck,13.0271598959902,1.16955297157,101.0
ingredient:rillettes_poultry,11.364493604930898,2.5598944560000003,65.6
ingredient:rillettes_from_tours,15.736212086503896,2.625567054,78.0
ingredient:rillettes_goose,6.9787585133629015,1.201855024,59.6
ingredient:rillettes_from_mans,15.150579010540897,2.528694857,75.7
ingredient:rillettes_pure_goose,6.9787585133629015,1.201855024,59.6
ingredient:rillettes_pure_pork,14.842739794450898,2.476353954000001,74.5
ingredient:rillettes_pork,14.842739794450898,2.476353954000001,74.5
ingredient:round_of_ham_cooked,15.2831553177139,2.4680881327,77.4
ingredient:rosette_dry_sausage,16.4920656745739,2.6337070737,91.6
ingredient:salt_curing_roast_poultry_cooked,15.788167569933,3.479974801,89.7
ingredient:rolled_escalope_of_pork_with_pistachios,14.705756966801284,2.4228497542,79.0
ingredient:salami,16.4920656745739,2.6337070737,91.6
ingredient:salami_pork_and_beef,16.654892679108897,2.6613230195,92.5
ingredient:salami_pure_pork,16.4920656745739,2.6337070737,91.6
ingredient:salami_danishstyle,16.4920656745739,2.6337070737,91.6
ingredient:smoked_alsatian_sausage_or_landjager,10.739241846072998,1.7697252443,67.6
ingredient:cocktail_sausage,24.716741344201,1.5034635822999998,60.9
ingredient:beer_sausage,11.074109685349,1.8290712784,62.8
ingredient:liver_sausage,23.590138841851,1.5640195342999998,63.2
ingredient:frankfurter_sausage,10.758062095469,1.7723718054,60.9
ingredient:ham_sausage,11.074109685349,1.8290712784,62.8
ingredient:montbeliard_sausage,10.739241856072995,1.7697252443,67.6
ingredient:morteaux_sausage,10.739241856072995,1.7697252443,67.6
ingredient:morteaux_sausage_boiledcooked_in_water,10.739241856072995,1.7697252443,67.6
ingredient:strasbourg_sausage,24.899365466596,1.553993062,62.3
ingredient:toulouse_sausage_raw,24.10074561975041,2.77317031087,70.5
ingredient:toulouse_sausage_cooked,24.568195443163003,2.838663393,92.3
ingredient:poultry_sausage_delicatessen_style,24.985970096416004,3.1198850253,86.8
ingredient:poultry_sausage,30.244587716618,1.8528459473,73.9
ingredient:sausage_dried,14.8004563406109,2.3538933074999995,77.8
ingredient:viennese_sausage_pork_and_veal_raw,23.784698019869406,2.71647083787,68.6
ingredient:garlic_sausage,18.850465789331004,1.9329769253,71.2
ingredient:sausage_in_a_brioche_crust_cooked,9.752241202895998,1.3914974653,66.2
ingredient:cooked_sausage_pure_pork,19.27223509321,3.1053886470000003,113.0
ingredient:sausage_from_paris,16.2836984522,2.6115344825,100.0
ingredient:sausage_from_paris_smoked,16.2836984522,2.6115344825,100.0
ingredient:dry_sausage,14.6561299368279,2.3294717177,77.0
ingredient:dry_sausage_w_walnuts_andor_hazelnuts,14.8004563406109,2.3538933074999995,77.8
ingredient:dry_sausage_pure_pork,14.6561299368279,2.3294717177,77.0
ingredient:dry_sausage_pure_pork_superior_quality,14.6561299368279,2.3294717177,77.0
ingredient:duck_terrine,12.209455360419197,1.5363525235699995,65.8
ingredient:rabbit_terrine,11.5998347096929,2.0655625375,66.3
ingredient:squid_raw,12.220447578472,0.3030141489999999,79.7
ingredient:scallop_with_coral_raw,19.773581460308,0.4344066109999999,124.0
ingredient:scallop_without_coral_raw,19.773581460308,0.4344066109999999,124.0
ingredient:deep_water_pink_shrimp_raw,40.68753628013497,177.781727533,234.0
ingredient:shrimp_or_prawn_raw,40.68753628013497,177.781727533,234.0
ingredient:shrimp_frozen_raw,39.759987240248,177.6519622313,231.0
ingredient:pacific_oyster_raw,10.656529624828412,0.9639568946,82.0
ingredient:european_oyster_raw,10.656529624828412,0.9639568946,82.0
ingredient:oyster_raw,10.656529624828412,0.9639568946,82.0
ingredient:norway_lobster_raw,78.30777728840799,2.6917548625,589.0
ingredient:mussel_common_raw,10.656529624828412,0.9639568946,82.0
ingredient:mediterranean_mussel_raw,10.656529624828412,0.9639568946,82.0
ingredient:american_or_canadian_sea_scallop_without_coral_raw,19.773581460308,0.4344066109999999,124.0
ingredient:peru_sea_scallop_without_coral_raw,19.773581460308,0.4344066109999999,124.0
ingredient:squid_boiledcooked_in_water,13.720545961851,0.272308458,97.5
ingredient:squid_fried_or_panfried_with_fat,13.56471547485403,0.26770825939,94.4
ingredient:scallop_with_coral_cooked,23.575465509341004,0.4468499967,151.0
ingredient:crab_boiledcooked_in_water,65.973275486335,2.357775911,515.0
ingredient:shrimp_or_prawn_cooked,51.42482845426013,217.27728989680003,303.0
ingredient:lobster_boiledcooked_in_water,83.135372888844,2.5001623489,625.0
ingredient:mussel_boiledcooked_in_water,11.847500772703684,0.8452475059,102.0
ingredient:duck_egg_raw,3.753200869541792,0.7824652845999999,16.6
ingredient:turkey_egg_raw,3.753240649622601,0.7828801017999999,16.6
ingredient:goose_egg_raw,3.753200869541792,0.7824652845999999,16.6
ingredient:egg_softboiled,5.4786564748345,0.978001173,43.0
ingredient:egg_fried_without_added_fat,4.802950383381971,0.9243476957,30.7
ingredient:egg_white_raw,4.141641375747901,0.8634245564999999,18.0
ingredient:egg_white_cooked,5.196313616793401,1.0074625517,32.2
ingredient:egg_white_powder,24.1913619564274,5.4310537531,263.0
ingredient:egg_scrambled_with_added_fat,6.881238979527001,1.046300925,34.1
ingredient:egg_raw,3.753200869541792,0.7824652845999999,16.6
ingredient:egg_hardboiled,5.4786564748345,0.978001173,43.0
ingredient:egg_powder,13.3106369717614,2.9517259031,133.0
ingredient:egg_yolk_raw,4.1413831030255,0.8633030207999999,18.0
ingredient:egg_yolk_cooked,5.196048474313799,1.0073377844,32.2
ingredient:egg_yolk_powder,7.347411438755399,1.5993595670999996,61.5
ingredient:egg_poached,5.4786564748345,0.978001173,43.0
ingredient:omelette_with_cheese,5.768363882209002,0.7907797945,33.8
ingredient:omelette_with_mushrooms,7.383858684121,16.710959794500003,49.9
ingredient:omelette_with_herbs,4.010907485041001,0.8036051285000001,31.8
ingredient:omelette_with_lardoons,7.410913527588002,1.3173910175,44.6
ingredient:spanishstyle_tortilla_with_onions,2.338105368057,2.6772579422,26.7
ingredient:common_anchovy_raw,5.021063817512075,0.2306866369,36.6
ingredient:mediterranean_bass_raw_farmed,24.63972637644208,2.6159473448999995,173.0
ingredient:mediterranean_bass_raw_wild,20.14656005844208,0.4133040849,135.0
ingredient:european_bass_raw,24.63972637644208,2.6159473448999995,173.0
ingredient:atlantic_bass_raw,24.63972637644208,2.6159473448999995,173.0
ingredient:american_bass_raw,24.63972637644208,2.6159473448999995,173.0
ingredient:bogue_raw,3.628957253430077,0.1929340139,27.6
ingredient:bonito_raw,18.76541582892208,0.3484875449,125.0
ingredient:freshwater_bream_raw,24.63972667729208,2.6159473818999994,173.0
ingredient:cod_raw,24.13190859311208,0.4698783508999999,160.0
ingredient:capelin_raw,18.76541582892208,0.3484875449,125.0
ingredient:crevalle_jack_raw,9.383157938302078,0.4824565048999999,64.1
ingredient:megrim_raw,24.13190859311208,0.4698783508999999,160.0
ingredient:carp_raw_farmed,12.338217628112078,36.5314515079,98.6
ingredient:horse_mackerel_oily_raw,5.243283889572075,0.2106054459,37.2
ingredient:horse_mackerel_lean_raw,5.243283889572075,0.2106054459,37.2
ingredient:horse_mackerel_raw,5.243283889572075,0.2106054459,37.2
ingredient:conger_raw,24.13190859311208,0.4698783508999999,160.0
ingredient:brown_meagre_raw,9.383157938302078,0.4824565048999999,64.1
ingredient:bigeye_scad_raw,5.243283889572075,0.2106054459,37.2
ingredient:common_dentex_raw,24.13190859311208,0.4698783508999999,160.0
ingredient:black_seabream_raw,14.951573504642075,0.7069870618999999,101.0
ingredient:blackspot_seabream_raw,14.951573504642075,0.7069870618999999,101.0
ingredient:gilthead_seabream_raw_farmed,24.63972637644208,2.6159473448999995,173.0
ingredient:gilthead_seabream_raw_wild,20.14656005844208,0.4133040849,135.0
ingredient:haddock_raw,24.13190859311208,0.4698783508999999,160.0
ingredient:blue_shark_fillet_without_skin_raw,24.13190859311208,0.4698783508999999,160.0
ingredient:pond_smelt_raw,4.552665172552075,0.2126964419,33.5
ingredient:swordfish_raw,9.3831146735889,0.4827547202,64.1
ingredient:atlantic_halibut_raw,9.383157938302078,0.4824565048999999,64.1
ingredient:greenland_halibut_raw,24.13190859311208,0.4698783508999999,160.0
ingredient:roundnose_grenadier_raw,24.13190859311208,0.4698783508999999,160.0
ingredient:blue_grenadier_raw,15.186566772622076,0.3252815199,101.0
ingredient:tub_gurnard_raw,24.1318653283989,0.4701765662,160.0
ingredient:red_gurnard_raw,14.951573504642075,0.7069870618999999,101.0
ingredient:atlantic_herring_oily_raw,5.363166309012075,0.2126889339,38.0
ingredient:atlantic_herring_lean_raw,5.363166309012075,0.2126889339,38.0
ingredient:atlantic_herring_raw,5.363166309012075,0.2126889339,38.0
ingredient:grenadier_from_any_fishing_spot_raw,24.13190859311208,0.4698783508999999,160.0
ingredient:bigscale_sand_smelt_to_fry_raw,3.628957253430077,0.1929340139,27.6
ingredient:ling_raw,24.13190859311208,0.4698783508999999,160.0
ingredient:pollack_raw,24.13190859311208,0.4698783508999999,160.0
ingredient:saithe_raw,16.552742722302078,0.3432341809,110.0
ingredient:saithe_frozen_raw,17.072033299552,0.4145936193,121.0
ingredient:alaska_pollock_raw,24.13190859311208,0.4698783508999999,160.0
ingredient:common_dab_raw,24.13190859311208,0.4698783508999999,160.0
ingredient:lemon_sole_raw,24.13190859311208,0.4698783508999999,160.0
ingredient:blue_ling_raw,24.13190859311208,0.4698783508999999,160.0
ingredient:anglerfish_raw,24.13190859311208,0.4698783508999999,160.0
ingredient:spotted_wolffish,24.1318653283989,0.4701765662,160.0
ingredient:atlantic_chub_mackerel_raw,5.243283889572075,0.2106054459,37.2
ingredient:mackerel_raw,5.243283889572075,0.2106054459,37.2
ingredient:whiting_raw,24.1318653283989,0.4701765662,160.0
ingredient:shallowwater_cape_hake_raw,16.110396029265907,0.4160490817,111.0
ingredient:european_hake_raw,15.186566772622076,0.3252815199,101.0
ingredient:hake_fillet_frozen_raw,15.695857349882004,0.3966409583,112.0
ingredient:grouper_raw,9.383157938302078,0.4824565048999999,64.1
ingredient:cod_salted_dried,24.13190859311208,0.4698783508999999,160.0
ingredient:mullet_raw,24.13190859311208,0.4698783508999999,160.0
ingredient:arctic_char_raw,10.798267031112076,274.06812150790006,93.2
ingredient:garfish_raw,4.552665172552075,0.2126964419,33.5
ingredient:brown_bullhead_raw,24.63972637644208,2.6159473448999995,173.0
ingredient:nile_perch_raw,12.338217638112075,36.5314515079,98.6
ingredient:european_perch_raw,10.798267031112076,274.06812150790006,93.2
ingredient:european_plaice_raw,24.13190859311208,0.4698783508999999,160.0
ingredient:ray_raw,24.13190859311208,0.4698783508999999,160.0
ingredient:spiny_scorpionfish_raw,24.1318653283989,0.4701765662,160.0
ingredient:shark_raw,24.13190859311208,0.4698783508999999,160.0
ingredient:surmullet_or_red_mullet_raw,14.9515302399289,0.7072852772,101.0
ingredient:surmullet_or_red_mullet_steamed,18.433182926952,0.8961651259999999,136.0
ingredient:surmullet_or_red_mullet_fillet_with_skin_frozen_raw,16.140929582663,0.7892892423,117.0
ingredient:nursehound_or_lesser_spotted_dogfish_raw,24.13190859311208,0.4698783508999999,160.0
ingredient:largehead_hairtail_raw,24.13190859311208,0.4698783508999999,160.0
ingredient:john_dory_raw,24.13190859311208,0.4698783508999999,160.0
ingredient:european_pilchard_or_sardine_raw,4.552665172552075,0.2126964419,33.5
ingredient:salmon_raw_farmed,11.111242522885902,1.10742579341,69.8
ingredient:salema_raw,14.951573504642075,0.7069870618999999,101.0
ingredient:golden_redfish_raw,24.13190859311208,0.4698783508999999,160.0
ingredient:tonguesole_raw,14.9515302399289,0.7072852772,101.0
ingredient:common_sole_raw,14.951573504642075,0.7069870618999999,101.0
ingredient:european_sprat_raw,4.552665172552075,0.2126964419,33.5
ingredient:pouting_raw,24.13190859311208,0.4698783508999999,160.0
ingredient:yellowfin_tuna_raw,9.962037061228902,0.3128182402,68.4
ingredient:albacore_raw,18.76541582892208,0.3484875449,125.0
ingredient:skipjack_tuna_raw,9.908217241392078,0.3097062049,68.1
ingredient:tuna_raw,9.962037061228902,0.3128182402,68.4
ingredient:rainbow_trout_raw_farmed,12.338217638112075,36.5314515079,98.6
ingredient:sea_trout_raw,12.338217638112075,36.5314515079,98.6
ingredient:trout_farmed_raw,11.3596273358389,33.2570364332,91.0
ingredient:salmon_trout_raw,12.338217638112075,36.5314515079,98.6
ingredient:turbot_raw_farmed,24.6396831117289,2.6162455602,173.0
ingredient:turbot_raw_wild,20.146516793728903,0.4136023002,135.0
ingredient:turbot_raw,24.6396831117289,2.6162455602,173.0
ingredient:snapper_raw,9.383157938302078,0.4824565048999999,64.1
ingredient:european_bass_roastedbaked,30.303144434158973,3.3288276699,225.0
ingredient:cod_steamed,29.58170280925897,0.7083529628999999,208.0
ingredient:cod_roastedbaked,29.58170280925897,0.7083529628999999,208.0
ingredient:carp_roastedbaked,15.244701047618973,44.74162531689999,133.0
ingredient:european_plaice_steamed,29.58170280925897,0.7083529628999999,208.0
ingredient:black_seabream_roastedbaked,18.44105832601897,0.9978764549,137.0
ingredient:haddock_steamed,29.58170280925897,0.7083529628999999,208.0
ingredient:haddock_grilledpanfried,29.639623516237872,0.6892739418,200.0
ingredient:swordfish_roastedbaked,11.639951406182004,0.724075755,91.3
ingredient:greenland_halibut_steamed,29.58170280925897,0.7083529628999999,208.0
ingredient:haddock_smoked,24.114290790817293,0.5499109225100001,160.0
ingredient:atlantic_herring_smoked_in_oil,6.332977178999999,0.5002399999999999,44.2
ingredient:atlantic_herring_smoked_plain,6.332977178999999,0.5002399999999999,44.2
ingredient:atlantic_herring_smoked_fillet,6.332977178999999,0.5002399999999999,44.2
ingredient:atlantic_herring_fried,6.797172073097869,0.3752307458,51.4
ingredient:atlantic_herring_grilledpanfried,6.797172073097869,0.3752307458,51.4
ingredient:ling_cooked,29.58170280925897,0.7083529628999999,208.0
ingredient:saithe_cooked,20.39933250425897,0.5537130829,147.0
ingredient:alaska_pollock_smoked,24.114290790817293,0.5499109225100001,160.0
ingredient:lemon_sole_steamed,29.58170280925897,0.7083529628999999,208.0
ingredient:anglerfish_grilled,29.58170280925897,0.7083529628999999,208.0
ingredient:mackerel_fried,6.66405202279787,0.3726866858,50.4
ingredient:mackerel_smoked,5.221666067267296,0.29063801751,36.8
ingredient:mackerel_roastedbaked,6.586131215718974,0.3917656999000001,58.3
ingredient:whiting_steamed,29.581749935932,0.708717101,208.0
ingredient:whiting_fried,29.639671501507035,0.68964548639,200.0
ingredient:european_hake_braised,18.72147172060897,0.5317918469,136.0
ingredient:cod_salted_boiledcooked_in_water,29.58170280925897,0.7083529628999999,208.0
ingredient:mullet_roastedbaked,29.58170280925897,0.7083529628999999,208.0
ingredient:pangasius_filets_cooked,36.12959936415897,480.8395311699001,197.0
ingredient:european_perch_roastedbaked,13.364546624618972,334.7876843169001,127.0
ingredient:ray_cooked_in_an_aromatic_stock,29.58170280925897,0.7083529628999999,208.0
ingredient:ray_roastedbaked,29.58170280925897,0.7083529628999999,208.0
ingredient:spiny_scorpionfish_steamed,29.581749935932,0.708717101,208.0
ingredient:nursehound_or_lesser_spotted_dogfish_cooked,29.58170280925897,0.7083529628999999,208.0
ingredient:european_pilchard_or_sardine_grilled,5.739889678858974,0.3943189279,53.8
ingredient:salmon_smoked,15.700745953000004,1.7688750000000002,120.0
ingredient:salmon_boiledcooked_in_water_farmed,14.025746206107,1.4676931296,92.0
ingredient:salmon_steamed,13.74921216466,1.48683533435,98.2
ingredient:salmon_microwaved_farmed,13.5735003417623,1.45430656835,86.3
ingredient:salmon_farmed_roastedbaked,13.74921216466,1.48683533435,98.2
ingredient:salmon_grilledpanfried,13.817163574927,1.46775640425,90.3
ingredient:common_sole_boiledcooked_in_water,18.44105832601897,0.9978764549,137.0
ingredient:common_sole_steamed,18.44105832601897,0.9978764549,137.0
ingredient:common_sole_fried,18.50897923290787,0.9787974348,129.0
ingredient:common_sole_grilled,18.44105832601897,0.9978764549,137.0
ingredient:common_sole_roastedbaked,14.960785946622076,0.7905829829000001,102.0
ingredient:tuna_roastedbaked,12.342742379192003,0.5165734550000001,96.4
ingredient:rainbow_trout_farmed_steamed,15.24470105761897,44.74162531689999,133.0
ingredient:rainbow_trout_farmed_roastedbaked,15.24470105761897,44.74162531689999,133.0
ingredient:trout_farmed_smoked,14.115068728,40.53163,140.0
ingredient:trout_steamed,14.056982760272003,40.743375219,124.0
ingredient:trout_roastedbaked,14.056982760272003,40.743375219,124.0
ingredient:turbot_roastedbaked,30.303191560832,3.329191808,225.0
ingredient:snapper_cooked,11.639904279508974,0.7237116169,91.3
ingredient:caribbeanstyle_fish_fritters_fish_acras,11.842258487945996,0.6696170663000001,97.1
ingredient:anchovy_in_salt,5.207027536392076,0.2542210029,38.0
ingredient:common_anchovy_marinated,4.4696708245129,0.4122521215,42.0
ingredient:anchovy_fillets_in_oil_semipreserved_drained,19.2142041901183,3.4835258536,82.9
ingredient:anchovy_fillets_rolled_with_capers_semipreserved_drained,5.626637062856901,0.4625560275,48.8
ingredient:shrimp_fritters,19.209017716346004,74.54825194530001,132.0
ingredient:squid_fritter_romanstyle,12.0559421049769,0.3201484902,82.5
ingredient:salmon_carpaccio_w_marinade,12.2265413947429,1.41240944729,78.0
ingredient:european_plaice_breaded_fried,29.854215124157868,0.6159353007999999,201.0
ingredient:snail_in_parsley_butter_cooked,10.055865931416,0.759326473,59.4
ingredient:atlantic_herring_marinated_or_rollmops,5.549130027892076,0.2362232999,39.4
ingredient:lemon_sole_breaded_fried,29.854215124157868,0.6159353007999999,201.0
ingredient:mackerel_canned_in_brine_drained,9.097344447915,0.4573823129,67.2
ingredient:mackerel_fillet_in_white_wine_canned_drained,9.0770328564224,0.5713980460999999,81.5
ingredient:mackerel_fillet_in_mustard_sauce_canned_drained,9.097344447915,0.4573823129,67.2
ingredient:mackerel_fillet_in_tomato_sauce_canned_drained,9.097344447915,0.4573823129,67.2
ingredient:mackerel_marinated,5.428247608442075,0.2341398119,38.5
ingredient:whiting_breaded,29.796341443842007,0.6353784589999999,209.0
